serial,name,value,notes
37-12568,CC_a0,-1.201290e-004,
37-12568,CC_a1,3.075341e-004,
37-12568,CC_a2,-4.435852e-006,
37-12568,CC_a3,2.008210e-007,
37-12568,CC_cpcor,-9.57E-08,
37-12568,CC_ctcor,3.25E-06,
37-12568,CC_g,-9.745554e-001,
37-12568,CC_h,1.529000e-001,
37-12568,CC_i,-1.487009e-004,
37-12568,CC_j,3.395618e-005,
37-12568,CC_p_range,5076,
37-12568,CC_pa0,5.797726e-001,
37-12568,CC_pa1,1.598704e-002,
37-12568,CC_pa2,-6.789984e-010,
37-12568,CC_ptca0,5.246911e+005,
37-12568,CC_ptca1,3.563111,
37-12568,CC_ptca2,-8.568980e-002,
37-12568,CC_ptcb0,2.518750e+001,
37-12568,CC_ptcb1,1.000000e-004,
37-12568,CC_ptcb2,0,
37-12568,CC_ptempa0,-6.885286e+001,
37-12568,CC_ptempa1,5.047309e-002,
37-12568,CC_ptempa2,-3.162028e-007,
37-12568,CC_wbotc,4.524948e-007,
