serial,name,value,notes
37-13651,CC_a0,-9.782497e-05,
37-13651,CC_a1,0.0003024241,
37-13651,CC_a2,-4.043882e-06,
37-13651,CC_a3,1.917452e-07,
37-13651,CC_cpcor,-9.57e-08,
37-13651,CC_ctcor,3.25e-06,
37-13651,CC_g,-0.9785884,
37-13651,CC_h,0.143861,
37-13651,CC_i,-0.0001024902,
37-13651,CC_j,2.832149e-05,
37-13651,CC_p_range,5076,
37-13651,CC_pa0,-1.054147,
37-13651,CC_pa1,0.01624248,
37-13651,CC_pa2,-7.994066e-10,
37-13651,CC_ptca0,524227.9,
37-13651,CC_ptca1,-4.872527,
37-13651,CC_ptca2,0.0787061,
37-13651,CC_ptcb0,25.1515,
37-13651,CC_ptcb1,-0.0001,
37-13651,CC_ptcb2,0,
37-13651,CC_ptempa0,175.7339,
37-13651,CC_ptempa1,-0.08769758,
37-13651,CC_ptempa2,-7.79e-07,
37-13651,CC_wbotc,2.5553e-07,
