serial,name,value,notes
26P-1383,CC_b,8388.6,date in filename comes from latest sensor caldate read from file captured from relevant QCT
26P-1383,CC_c1,6.017722e+02,
26P-1383,CC_c2,2.880053e+00,
26P-1383,CC_c3,-1.095030e+03,
26P-1383,CC_d1,2.711300e-02,
26P-1383,CC_d2,0.000000e+00,
26P-1383,CC_m,125829.1,
26P-1383,CC_offset_correction_factor,0,
26P-1383,CC_pressure_offset_calibration_coefficient,-2.726000e-01,
26P-1383,CC_slope_correction_factor,1,
26P-1383,CC_t1,2.775539e+01,
26P-1383,CC_t2,5.257980e-01,
26P-1383,CC_t3,1.966774e+01,
26P-1383,CC_t4,3.444618e+01,
26P-1383,CC_u0,5.784533e+00,
26P-1383,CC_y1,-3.990619e+03,
26P-1383,CC_y2,-1.159040e+04,
26P-1383,CC_y3,0.000000e+00,
